Country Name,Country Code,Time,Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]",Trade (% of GDP) [NE.TRD.GNFS.ZS],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Government expenditure per student, secondary (% of GDP per capita) [SE.XPD.SECO.PC.ZS]",Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) [SE.SEC.CUAT.LO.FE.ZS]",CPIA trade rating (1=low to 6=high) [IQ.CPA.TRAD.XQ]
Suriname,SUR,2015,95.09519196,88.6098388,..,..,-2.077845507,-3.411095864,17349.33573,189795,33.944,1.152590161,..,..,..,..,..,..,..
Suriname,SUR,2016,96.06616974,90.76851177,..,..,26.16398894,-5.561193424,16217.8726,191836,33.96,1.069629804,..,..,..,..,..,..,..
Suriname,SUR,2017,96.80492401,92.59091634,..,..,21.19528071,1.76230389,16341.44892,193735,33.959,0.985040553,..,..,..,..,..,..,..
Suriname,SUR,2018,97.4,94.28579014,..,..,4.624063082,2.618796199,16609.41677,195491,33.94,0.902309668,..,..,..,..,..,..,..
Suriname,SUR,2019,..,..,..,..,16.07055602,-0.771763737,16328.68612,197114,33.905,0.826789901,..,..,..,..,..,..,..
Panama,PAN,1960,..,..,100.1681476,..,..,..,..,665647,58.751,..,..,..,..,..,..,..,..
Panama,PAN,1961,..,..,100.8546035,..,0.53492852,10.92659484,..,678641,58.147,1.933276904,..,..,..,..,..,..,..
Panama,PAN,1962,..,..,110.3503813,..,0.571618683,8.244736818,..,691480,57.506,1.874195902,..,..,..,..,..,..,..
Panama,PAN,1963,..,..,112.7506331,..,2.116457514,8.538788802,..,704469,56.863,1.861009948,..,..,..,..,..,..,..
Panama,PAN,1964,..,..,109.4196582,..,2.824285236,4.432130369,..,717502,56.216,1.833140755,..,..,..,..,..,..,..
Panama,PAN,1965,..,..,112.6719604,..,0.620057283,9.16003626,..,730553,55.569,1.802604652,..,..,..,..,..,..,..
Panama,PAN,1966,..,..,116.1108186,..,1.27763206,7.581401884,..,743530,54.92,1.760733318,..,..,..,..,..,..,..
Panama,PAN,1967,..,..,114.725278,..,2.58867285,8.552931177,..,756401,54.268,1.716254405,..,..,..,..,..,..,..
Panama,PAN,1968,..,..,113.9839903,..,0.564117766,6.977388626,..,769198,53.615,1.677675477,..,..,..,..,..,..,..
Panama,PAN,1969,..,..,117.2900036,..,1.208192338,8.441389169,..,781974,52.962,1.64730783,..,..,..,..,..,..,..
Panama,PAN,1970,..,..,117.3731227,..,3.422437788,6.959226107,..,795498,52.36,1.714684172,..,..,26.46407,..,..,..,..
Panama,PAN,1971,..,..,115.0489279,..,2.903339536,9.616137579,..,814074,52.081,2.308293733,..,..,26.5168,..,..,..,..
Panama,PAN,1972,..,..,115.0244199,..,4.998020938,4.582812505,..,832854,51.801,2.280708574,..,..,26.63956,..,..,..,..
Panama,PAN,1973,..,..,113.7751233,..,8.542225792,5.364310215,..,851751,51.521,2.24358739,..,..,24.88682,..,..,..,..
Panama,PAN,1974,..,..,150.1390435,..,11.61137976,2.448319564,..,870612,51.241,2.190218203,..,..,27.35169,..,..,..,..
Panama,PAN,1975,..,..,149.827502,..,9.382834473,1.74091944,..,889357,50.962,2.130231709,..,..,23.89325,..,..,..,..
Panama,PAN,1976,..,..,137.0694091,..,4.534511879,1.664461359,..,907889,50.681,2.062339473,..,..,20.14102,..,..,..,..
Panama,PAN,1977,..,..,137.0202354,..,4.656795343,1.09402589,..,926288,50.402,2.006307698,..,..,20.8575,..,..,..,..
Panama,PAN,1978,..,..,125.817706,..,7.921356425,9.792643918,..,944492,50.121,1.946201541,..,..,21.96875,..,..,..,..
Panama,PAN,1979,..,..,131.8630492,..,9.245217951,4.51475108,..,962581,49.841,1.897100165,..,..,25.51875,..,..,..,..
Panama,PAN,1980,..,..,137.5019462,..,10.14050469,13.08448173,..,980400,49.553,1.834243319,..,..,21.68519,..,..,31.58329,..
Panama,PAN,1981,..,..,133.7228966,..,3.642165613,9.206809453,..,997061,49.214,1.685129999,..,..,21.26792,..,..,..,..
Panama,PAN,1982,..,..,116.7849698,..,4.871684951,5.348456439,..,1013528,48.874,1.63806409,..,..,24.16244,..,..,..,..
Panama,PAN,1983,..,..,93.1350463,..,7.496956847,-4.491364346,..,1029845,48.535,1.597099192,..,..,24.18813,..,..,..,..
Panama,PAN,1984,..,..,91.87702805,..,1.629263243,2.709473773,..,1045988,48.195,1.555358782,..,..,25.34828,..,..,..,..
Panama,PAN,1985,..,..,94.05957221,..,0.80956522,4.942233651,..,1062043,47.857,1.523251834,..,..,25.79518,..,..,..,..
Panama,PAN,1986,..,..,97.32745909,..,0.338449386,3.567788228,..,1077946,47.518,1.486296683,..,..,26.53558,..,..,..,..
Panama,PAN,1987,..,..,98.59077158,..,2.289302651,-1.809055481,..,1093757,47.18,1.45611802,..,..,26.33298,..,..,..,..
Panama,PAN,1988,..,..,97.66534547,..,-0.191929168,-13.37984378,..,1109453,46.841,1.42485424,..,..,..,..,..,..,..
Panama,PAN,1989,..,..,109.5977443,..,-1.276558196,1.562247005,..,1125106,46.503,1.401015237,..,..,..,..,..,..,..
Panama,PAN,1990,70.19,40.52385932,121.7935529,..,0.565205375,8.098993006,10728.01076,1139032,46.097,1.230152545,..,..,..,..,..,45.09847,..
Panama,PAN,1991,72.15294647,43.67166732,140.2465583,..,0.492796528,9.419005562,11495.76381,1141534,45.243,0.219419302,..,..,..,..,..,..,..
Panama,PAN,1992,73.1251297,44.6100534,144.8791885,..,5.061059341,8.201680334,12183.47836,1143492,44.391,0.171376648,..,..,..,..,..,..,..
Panama,PAN,1993,74.09790802,45.58994441,139.6792213,..,3.554704653,5.455744436,12586.16015,1145024,43.544,0.133885909,..,..,..,..,..,..,..
Panama,PAN,1994,75.07188416,46.61757321,143.6090328,..,3.679745699,2.850146814,12681.8694,1146091,42.699,0.093142429,..,..,21.97609,..,..,..,..
Panama,PAN,1995,76.0476532,47.70705379,146.90538,..,0.466707137,1.751678757,12642.36147,1146798,41.859,0.061668927,..,..,21.09187,..,..,..,..
Panama,PAN,1996,77.0258255,48.86794512,156.0066153,..,-0.942384025,4.079703206,12891.68902,1147094,41.022,0.025807667,..,..,20.05073,..,..,..,..
Panama,PAN,1997,78.00698853,50.11932482,165.343715,..,1.608838937,6.46099044,13447.51254,1147073,40.193,-0.00183073,..,..,22.25568,..,..,..,..
Panama,PAN,1998,78.99089813,51.46596493,151.2684728,..,0.997519226,7.341500703,14145.28996,1146521,39.368,-0.048134065,..,..,..,..,..,..,..
Panama,PAN,1999,79.97393036,52.89943601,126.6863149,..,0.842387066,3.917206589,14408.09332,1145366,38.549,-0.100790318,..,18.50949,31.37637,..,..,..,..
Panama,PAN,2000,81.40141009,55.42346843,133.9889395,..,-1.248182202,2.715374155,14510.54179,1145525,37.802,0.013881062,..,20.87805,33.89391,..,..,49.15827,..
Panama,PAN,2001,81.91949463,56.58456289,130.098368,..,1.028214443,0.574272791,14313.67541,1158711,37.503,1.144513317,..,13.71771,26.39545,..,..,..,..
Panama,PAN,2002,82.87307739,58.68314926,121.851866,..,1.671335752,2.229149417,14356.09513,1171687,37.206,1.113641027,..,15.35444,29.22263,..,..,..,..
Panama,PAN,2003,87.8,71.56140363,114.6933669,..,1.131364218,4.205495945,14680.78664,1184428,36.909,1.081536699,..,..,..,..,..,..,..
Panama,PAN,2004,84.71952057,62.74622638,123.6525612,..,1.965004598,7.522079658,15493.90834,1197009,36.613,1.056598772,..,11.95733,25.94862,..,..,..,..
Panama,PAN,2005,85.60610962,64.66931819,135.6943166,..,1.748321296,7.191279402,16304.59881,1209468,36.318,1.035464816,..,..,..,..,..,..,..
Panama,PAN,2006,86.47659302,66.54089814,137.895702,..,1.969984822,8.652465611,17394.38822,1221814,36.024,1.015604617,..,..,..,..,..,..,..
Panama,PAN,2007,87.34255219,68.39986051,149.5701114,..,4.824939923,11.98398539,19129.19477,1234067,35.732,0.997857931,..,14.48871,..,..,..,..,..
Panama,PAN,2008,88.21556854,70.28404903,166.6985781,..,7.527495301,9.855654852,20640.79924,1246143,35.44,0.973796205,..,..,..,..,..,..,..
Panama,PAN,2009,89.10723114,72.23528031,138.9800994,..,6.470959912,1.242992318,20529.47102,1258058,35.149,0.951608111,..,..,..,..,..,..,..
Panama,PAN,2010,86.85,64.70689303,148.2739646,..,2.590346499,5.827839392,21347.33275,1269841,34.86,0.932243364,..,..,..,13.42476,16.09158,62.88883,..
Panama,PAN,2011,90.99282074,76.36777145,162.4876752,..,5.843879616,11.31373175,23353.51225,1281072,34.563,0.880553164,..,9.18672,22.42744,..,..,..,..
Panama,PAN,2012,92.00650787,78.53478593,158.058556,..,6.175644152,9.778903946,25201.12224,1291778,34.259,0.832233655,..,..,..,..,..,..,..
Panama,PAN,2013,89.1,71.19972582,137.6339912,..,5.505068478,6.903272566,26485.56581,1302054,33.948,0.792345361,..,..,..,..,..,..,..
Panama,PAN,2014,94.15846252,84.18597629,119.0905722,..,4.197551319,5.066743218,27357.62307,1311973,33.629,0.758909346,..,..,..,..,..,..,..
Panama,PAN,2015,95.27893829,87.03669513,99.93677403,..,2.478655902,5.732763632,28436.35983,1321665,33.304,0.736019434,..,..,..,..,..,..,..
Panama,PAN,2016,96.77424622,90.85955138,87.40823759,..,2.002016913,4.953499944,29337.88139,1331146,32.973,0.714791997,..,..,..,..,..,..,..
Panama,PAN,2017,100,100,87.66550411,..,1.748233408,5.599006763,30454.76381,1340245,32.635,0.681220771,..,..,..,..,..,..,..
Panama,PAN,2018,100,100,89.39215271,..,0.948617363,3.692100864,31049.17931,1348754,32.291,0.632877022,..,..,..,..,..,..,..
Panama,PAN,2019,..,..,..,..,-0.42543355,3.006389295,31458.69263,1356355,31.941,0.561975137,..,..,..,..,..,..,..
Peru,PER,1960,..,..,40.48130752,..,..,..,..,5401351,53.189,..,..,..,..,..,..,..,..
Peru,PER,1961,..,..,43.00818805,..,3.103334332,7.347096331,..,5495131,52.602,1.721331996,..,..,..,..,..,..,..
Peru,PER,1962,..,..,41.92622851,..,3.012855316,10.03529333,..,5534470,51.486,0.713337986,..,..,..,..,..,..,..
Peru,PER,1963,..,..,40.02640036,..,5.013799273,4.328249818,..,5571859,50.368,0.673294322,..,..,..,..,..,..,..
Peru,PER,1964,..,..,37.31221613,..,13.55759436,6.54786765,..,5606084,49.248,0.612368608,..,..,..,..,..,..,..
Peru,PER,1965,..,..,34.66368268,..,12.27796136,5.621733449,..,5636927,48.132,0.548662229,..,..,..,..,..,..,..
Peru,PER,1966,..,..,34.72761708,..,9.316906498,8.238920446,..,5663568,47.017,0.471502343,..,..,..,..,..,..,..
Peru,PER,1967,..,..,35.59791635,..,10.11510751,3.852564408,..,5686073,45.904,0.39657694,..,..,..,..,..,..,..
Peru,PER,1968,..,..,36.98378392,..,18.2957937,0.152237711,..,5704606,44.793,0.325406701,..,..,..,..,..,..,..
Peru,PER,1969,..,..,34.28676238,..,8.138430474,3.514458913,..,5720398,43.691,0.276446469,..,..,..,..,..,..,..
Peru,PER,1970,..,..,32.99367588,..,11.98108994,3.365946003,..,5733065,42.594,0.221190834,..,..,..,..,..,..,..
Peru,PER,1971,..,..,28.61499979,..,6.640342428,4.590539928,..,5742646,41.504,0.166978799,..,..,..,..,..,..,..
Peru,PER,1972,..,..,28.14686136,12.65359002,7.129489774,3.477535123,..,5753210,40.453,0.183788018,..,..,..,..,..,13.89294,..
Peru,PER,1973,..,..,28.67298866,10.81125344,12.57553214,6.276934756,..,5818860,39.812,1.134640636,..,..,23.37686,..,..,..,..
Peru,PER,1974,..,..,35.46343433,11.00086063,15.23343533,9.386834919,..,5882631,39.173,1.089974455,..,..,..,..,..,..,..
Peru,PER,1975,..,..,31.9224799,11.55773155,22.19156777,4.300863165,..,5944542,38.539,1.046937683,..,..,..,..,..,..,..
Peru,PER,1976,..,..,31.41887679,11.22907434,29.71292258,1.447110995,..,6003927,37.907,0.994026749,..,..,..,..,..,..,..
Peru,PER,1977,..,..,37.5938277,11.6716743,35.74134122,0.349063699,..,6061265,37.281,0.950476904,..,..,..,..,..,..,..
Peru,PER,1978,..,..,39.71091494,12.4930216,63.73821736,-2.642502979,..,6115988,36.659,0.898780183,..,..,..,..,..,..,..
Peru,PER,1979,..,..,45.58713543,13.80688285,76.34984545,4.090750574,..,6167665,36.04,0.841399621,..,..,..,..,..,..,..
Peru,PER,1980,..,..,47.64339805,17.96171377,37.92997311,5.943335398,..,6216416,35.426,0.787321269,..,..,..,..,..,..,..
Peru,PER,1981,..,..,41.28004986,15.11632987,65.33058094,5.552041815,..,6262154,34.818,0.733068049,..,..,..,..,..,27.63479,..
Peru,PER,1982,..,..,41.07045394,14.79299342,66.66333315,-0.222723444,..,6336844,34.39,1.185663733,..,..,..,..,..,..,..
Peru,PER,1983,..,..,43.2368002,11.89773092,107.3968532,-10.4080858,..,6410288,33.969,1.152334701,..,..,..,..,..,..,..
Peru,PER,1984,..,..,39.19006131,13.04040973,108.4775332,3.608286538,..,6481968,33.551,1.111996824,..,..,..,..,..,..,..
Peru,PER,1985,..,..,44.87870948,14.96299404,165.7349725,2.061132066,..,6551939,33.136,1.073686841,..,..,..,..,..,..,..
Peru,PER,1986,..,..,34.51633162,13.38210985,68.36351395,9.425962361,..,6619989,32.723,1.033267194,..,..,..,..,..,..,..
Peru,PER,1987,..,..,27.35090838,9.974415853,85.64964331,9.726146431,..,6685974,32.313,0.991819095,..,..,..,..,..,..,..
Peru,PER,1988,..,..,33.22179096,9.663582676,586.2787311,-9.441273446,..,6749011,31.905,0.938407636,..,..,..,..,..,..,..
Peru,PER,1989,..,..,22.5367606,7.921659024,2572.325926,-12.31204145,..,6808687,31.501,0.880332124,..,..,..,..,..,..,..
Peru,PER,1990,..,..,29.4696769,10.72389521,6261.239559,-4.982563536,5249.200384,6863995,31.099,0.809033687,..,..,..,..,..,..,..
Peru,PER,1991,..,..,26.65925411,11.02794427,378.0405787,2.219259103,5258.261357,6914370,30.7,0.731222093,..,..,..,..,..,..,..
Peru,PER,1992,70.1,23.63993469,27.97729216,11.98305238,69.26061762,-0.540509125,5128.635268,6959635,30.303,0.652517577,..,..,..,..,..,..,..
Peru,PER,1993,64.80953217,2.749797261,28.76658657,12.16542206,46.38468287,5.243577008,5295.799138,7001606,29.911,0.601252087,..,..,..,..,..,42.55318,..
Peru,PER,1994,66.09657288,4.879923411,28.92299577,12.97214417,26.68824123,12.30836618,5837.089222,7031157,29.479,0.421172134,..,..,..,..,..,..,..
Peru,PER,1995,67.38539886,7.105242027,30.92721785,13.68475757,13.57879788,7.411395047,6154.169445,7058663,29.049,0.390438415,..,..,..,..,..,..,..
Peru,PER,1996,67,4.6576524,31.65420409,14.19981417,9.687741961,2.798973079,6210.222893,7085287,28.623,0.376472364,..,..,19.61847,..,..,..,..
Peru,PER,1997,69.16024,11.54295831,33.46954585,14.39876053,7.283131129,6.476824421,6492.54991,7109993,28.202,0.348087885,..,..,..,..,..,..,..
Peru,PER,1998,72.072063,16.58170401,32.95302179,14.23480496,5.371090357,-0.391537556,6354.435313,7128836,27.784,0.264670796,..,11.24762,29.57983,..,..,..,..
Peru,PER,1999,74.078523,18.38642073,33.20577656,12.9941893,2.934545412,1.494910643,6345.50102,7137368,27.369,0.11961137,..,10.48457,26.61103,..,..,..,..
Peru,PER,2000,72.496495,11.08939439,35.53803216,12.6086475,3.524720039,2.694371398,6422.480568,7133072,26.958,-0.060208377,..,10.20971,28.37923,..,..,..,..
Peru,PER,2001,72.113111,16.09575099,35.06440143,12.89710563,0.455248303,0.617892326,6380.338617,7115746,26.552,-0.243192222,..,9.69256,29.58975,..,..,..,..
Peru,PER,2002,74.382688,19.45957744,35.24918133,12.48714263,0.109017024,5.453528938,6653.394116,7086903,26.15,-0.406164225,..,9.17781,30.49274,..,..,..,..
Peru,PER,2003,74.380966,18.49724122,37.62461033,13.41152116,1.803724665,4.165023137,6861.828363,7048622,25.751,-0.541629598,..,10.38448,30.31172,..,..,..,..
Peru,PER,2004,75.692357,20.89768914,41.93607827,13.66336894,6.279038577,4.958203206,7136.35492,7004395,25.356,-0.629432755,..,10.60857,31.75784,..,..,57.77416,..
Peru,PER,2005,77.173645,24.63243084,47.35731748,14.10474219,3.5037224,6.285060325,7519.02772,6957062,24.966,-0.678055039,..,10.05427,31.38581,..,..,45.90653,..
Peru,PER,2006,80.157275,31.05124443,51.78505603,15.6699876,7.656248079,7.528899044,8017.254736,6907204,24.579,-0.719233386,..,10.42083,35.50438,..,..,44.61198,..
Peru,PER,2007,81.988131,38.68920516,55.68811328,16.40746835,1.490675955,8.518387769,8629.263924,6855749,24.197,-0.747735457,..,10.21761,35.71264,..,..,46.98519,..
Peru,PER,2008,84.678343,45.41755479,58.43376739,16.51217092,1.103276292,9.126568301,9341.232335,6840104,23.948,-0.228463416,..,10.45471,33.30163,..,..,47.54635,..
Peru,PER,2009,86.42432,50.95977293,48.11192962,14.45652681,2.063698334,1.095823659,9368.048066,6840847,23.759,0.010861818,..,11.37876,33.47837,..,..,47.34243,..
Peru,PER,2010,88.123061,55.63323695,51.67280894,15.46657176,5.710728594,8.332459107,10066.46965,6841823,23.57,0.014266221,..,10.64755,34.21539,..,..,53.21938,..
Peru,PER,2011,89.707491,61.30207069,55.98828028,15.96889515,6.745787125,6.327192402,10616.84225,6842875,23.383,0.015374837,..,9.16381,31.40533,..,..,54.18419,..
Peru,PER,2012,91.099508,66.16682458,52.61989526,16.5466871,1.20258494,6.139724706,11176.08747,6844395,23.196,0.022210419,..,10.52528,31.86791,..,..,56.31027,..
Peru,PER,2013,92.135365,69.90501228,49.78714245,16.43300669,1.057234351,5.852518211,11724.0032,6851292,23.011,0.100717848,..,10.23723,28.486,..,..,57.27897,..
Peru,PER,2014,92.919989,72.7675034,46.85312109,16.72092668,2.432441085,2.382157372,11877.08406,6868726,22.827,0.254139745,..,12.77849,30.71785,..,..,56.24699,..
Peru,PER,2015,93.852179,76.69268862,45.16276869,14.91965132,2.690520901,3.252244772,12110.26888,6899488,22.643,0.446856087,..,13.8863,30.77965,..,..,57.15734,..
Peru,PER,2016,94.2,77.97484069,45.3888412,13.78754764,3.08088269,3.953318715,12403.68875,6946296,22.461,0.676136192,..,13.93289,32.52512,..,..,..,..
Peru,PER,2017,94.8,80.49784463,47.51355036,13.17434165,3.615658261,2.518835442,12506.53017,7005789,22.28,0.852823941,..,15.06599,33.77806,..,..,..,..
Peru,PER,2018,95.2,81.7999811,48.9137033,14.32190115,2.016232913,3.976935718,12782.37633,7067386,22.093,0.8753873,..,14.64931,34.22307,..,..,58.96475,..
Peru,PER,2019,..,..,47.12189258,..,1.555530573,2.150131391,12847.88521,7120114,21.901,0.743305625,..,..,..,..,..,..,..
Paraguay,PRY,1960,..,..,..,..,..,..,..,1226755,64.431,..,..,..,..,..,..,..,..
Paraguay,PRY,1961,..,..,..,..,6.684821774,6.900285514,..,1257361,64.33,2.464260831,..,..,..,..,..,..,..
Paraguay,PRY,1962,..,..,27.30593205,..,8.421275462,3.300258518,..,1288864,64.229,2.474613014,..,..,..,..,..,..,..
Paraguay,PRY,1963,..,..,24.53485487,..,1.645908055,4.710291337,..,1320348,64.084,2.413412797,..,..,..,..,..,..,..
Paraguay,PRY,1964,..,..,26.59177486,..,2.06773952,4.212477358,..,1352292,63.921,2.390559242,..,..,..,..,..,..,..
Paraguay,PRY,1965,..,..,30.70922493,..,2.318427386,6.167974759,..,1384997,63.757,2.389704294,..,..,..,..,..,..,..
Paraguay,PRY,1966,..,..,29.38911792,..,2.976767383,1.991503333,..,1418595,63.593,2.396897161,..,..,..,..,..,..,..
Paraguay,PRY,1967,..,..,27.84606215,..,-3.115874986,9.150367204,..,1453030,63.429,2.398408613,..,..,..,..,..,..,..
Paraguay,PRY,1968,..,..,29.12578192,..,0.518943643,4.527073841,..,1487945,63.265,2.374494205,..,..,..,..,..,..,..
Paraguay,PRY,1969,..,..,31.77920762,..,2.639791537,4.701151408,..,1522853,63.1,2.318957587,..,..,..,..,..,..,..
Paraguay,PRY,1970,..,..,31.03802672,..,1.264351131,5.553425736,..,1557492,62.935,2.2491286,..,..,16.8118,..,..,..,..
Paraguay,PRY,1971,..,..,29.31833381,..,5.90078044,5.538151939,..,1591767,62.77,2.17678847,..,..,18.36335,..,..,..,..
Paraguay,PRY,1972,..,..,27.60606405,..,8.523149793,6.631297476,..,1625922,62.604,2.123031957,..,..,..,..,..,10.2031,..
Paraguay,PRY,1973,..,..,29.23379864,..,20.64109115,7.302812907,..,1651075,62.084,1.535155142,..,..,..,..,..,..,..
Paraguay,PRY,1974,..,..,32.66752769,..,23.5875248,8.381525438,..,1676588,61.553,1.533418493,..,..,..,..,..,..,..
Paraguay,PRY,1975,..,..,31.06296504,..,6.075692829,6.852444715,..,1703187,61.019,1.574042602,..,..,..,..,..,..,..
Paraguay,PRY,1976,..,..,32.69880272,..,4.540506907,7.525949531,..,1730914,60.482,1.614839082,..,..,..,..,..,..,..
Paraguay,PRY,1977,..,..,41.8952855,..,10.44843875,11.4940816,..,1759783,59.944,1.65409133,..,..,..,..,..,..,..
Paraguay,PRY,1978,..,..,40.53487608,..,9.217362881,12.02872995,..,1789950,59.402,1.699718051,..,..,..,..,..,..,..
Paraguay,PRY,1979,..,..,37.61434007,..,19.32126636,11.86214697,..,1821771,58.859,1.762141838,..,..,..,..,..,..,..
Paraguay,PRY,1980,..,..,33.89561056,..,16.53494462,11.71214594,..,1855269,58.312,1.822059414,..,..,..,..,..,..,..
Paraguay,PRY,1981,..,..,29.13929806,..,15.8261734,9.17045885,..,1890598,57.765,1.886348212,..,..,..,..,..,..,..
Paraguay,PRY,1982,..,..,31.89636926,..,5.474617343,-1.397617717,..,1927443,57.215,1.930107289,..,..,..,..,..,17.25717,..
Paraguay,PRY,1983,..,..,25.14220847,..,15.9078209,-3.042617885,..,1959306,56.488,1.639607487,..,..,..,..,..,..,..
Paraguay,PRY,1984,..,..,41.12625391,..,28.84208587,2.816599447,..,1991091,55.753,1.609240081,..,..,..,..,..,..,..
Paraguay,PRY,1985,..,..,54.20862358,..,26.13133012,4.523135678,..,2022540,55.017,1.567141754,..,..,37.34647,..,..,..,..
Paraguay,PRY,1986,..,..,67.13555492,..,26.89674764,4.964835664,..,2053377,54.278,1.513160763,..,..,..,..,..,..,..
Paraguay,PRY,1987,..,..,72.48536665,..,27.96906831,7.582304377,..,2083518,53.537,1.457205627,..,..,..,..,..,..,..
Paraguay,PRY,1988,..,..,85.07697427,..,27.2355213,5.915372066,..,2112607,52.793,1.38649187,..,..,..,..,..,..,..
Paraguay,PRY,1989,..,..,82.95522791,..,31.4549196,6.93520391,..,2140538,52.051,1.313446945,..,..,..,..,..,..,..
Paraguay,PRY,1990,..,..,91.3083408,..,36.60753133,4.12328288,8473.858666,2166865,51.306,1.22242232,..,..,22.60072,..,..,..,..
Paraguay,PRY,1991,..,..,89.13931922,..,25.11983702,3.493650155,8545.455204,2191488,50.561,1.129934265,..,..,..,..,..,..,..
Paraguay,PRY,1992,..,..,89.49755756,..,14.08292063,1.696428011,8474.050527,2214240,49.814,1.032846434,..,..,..,..,..,25.1054,..
Paraguay,PRY,1993,..,..,113.6037635,..,12.22003496,4.936359415,8676.654768,2239312,49.156,1.125944634,..,..,..,..,..,..,..
Paraguay,PRY,1994,..,..,123.0793295,..,12.57337044,5.31791766,8921.526111,2263616,48.512,1.079485882,..,..,..,..,..,..,..
Paraguay,PRY,1995,77.469114,56.79811384,118.0640742,..,11.07642719,6.822810304,9309.270849,2286627,47.869,1.011427133,..,..,..,..,..,..,..
Paraguay,PRY,1996,85.97345734,73.38698954,103.0352672,..,11.42144824,1.573785132,9241.44261,2308233,47.226,0.940449078,..,..,..,..,..,..,..
Paraguay,PRY,1997,86.412854,73.62489528,95.93427625,..,3.410989241,4.242516103,9420.592424,2328415,46.586,0.870548183,..,..,..,..,..,..,..
Paraguay,PRY,1998,87.56529999,75.90418448,101.6063201,..,16.25857633,0.068037756,9224.468236,2346848,45.946,0.788537266,..,..,..,..,..,..,..
Paraguay,PRY,1999,88.518177,77.65708579,77.55527569,..,10.68012791,-1.366079712,8909.189452,2363371,45.307,0.701583845,..,..,..,..,..,..,..
Paraguay,PRY,2000,89.15279388,78.63279501,78.64472976,..,14.66450544,-2.314140568,8528.323602,2377821,44.669,0.609553241,..,14.66569,29.91065,..,..,..,..
Paraguay,PRY,2001,91.04207,82.29298028,72.60569901,..,13.93560469,-0.834054717,8293.230385,2390361,44.034,0.525987847,..,12.06286,28.86321,..,..,..,..
Paraguay,PRY,2002,91.666443,83.7261662,79.44156565,..,17.94938421,-0.021404395,8136.299672,2400872,43.4,0.438760414,..,10.27673,28.34365,..,..,..,..
Paraguay,PRY,2003,92.558399,85.61117,81.12736377,..,15.14432465,4.320745486,8335.628781,2423478,43.023,0.937169378,..,10.62564,28.48819,..,..,33.77282,..
Paraguay,PRY,2004,93.249876,87.5003629,80.10444662,..,11.83500522,4.057418364,8526.162834,2446658,42.695,0.951931324,..,9.31517,29.79304,..,..,..,..
Paraguay,PRY,2005,94.686886,89.643577,85.02196365,8.264764504,12.95282412,2.133490665,8568.198185,2467495,42.367,0.848045426,..,..,..,..,..,39.22464,..
Paraguay,PRY,2006,96.749045,94.28484323,84.7335313,8.350504183,8.855832654,4.807117193,8844.750257,2485913,42.04,0.743653052,..,..,..,..,..,36.22146,..
Paraguay,PRY,2007,96.452771,93.12618532,79.00113742,7.837877891,12.63550564,5.421622872,9191.811793,2502184,41.714,0.652395401,..,10.91447,35.34182,..,..,35.01265,..
Paraguay,PRY,2008,96.677896,93.37661254,76.16045106,8.106741196,12.19388467,6.359120793,9643.109475,2516927,41.388,0.587476244,..,..,..,..,..,36.84322,..
Paraguay,PRY,2009,96.891335,94.74184489,67.38767266,8.332744007,3.742603787,-0.257971434,9489.225765,2531112,41.063,0.562001892,..,..,..,..,..,29.75929,..
Paraguay,PRY,2010,97.43086,94.42690113,77.95021769,8.878323961,4.59103037,11.14373579,10404.80669,2545381,40.739,0.562161223,..,11.16064,36.12974,..,..,..,..
Paraguay,PRY,2011,98.23656,96.29149715,76.44206376,9.378146269,5.090635119,4.249111045,10699.71904,2559940,40.416,0.570347661,..,12.62,31.24133,..,..,..,..
Paraguay,PRY,2012,97.835616,95.14150323,72.56032526,9.454565134,4.78158429,-0.538512943,10497.02996,2574577,40.093,0.570142806,..,12.3136,32.99166,7.43023,9.23254,41.77967,..
Paraguay,PRY,2013,99.015884,97.87321921,70.63643775,8.97252021,4.410361917,8.417495285,11225.44857,2591285,39.803,0.646864289,..,..,..,10.29311,12.1797,46.17689,..
Paraguay,PRY,2014,99.000716,97.7289615,67.62884495,9.769710003,2.804744257,4.860890371,11611.91644,2608529,39.526,0.663256925,..,..,..,9.64675,11.71026,46.27326,..
